business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,attributes,Categories
nFFCuRvcmvStV4Mwl6gFBg,Veggie Lovers,225 N 11th St,Philadelphia,PA,19107,39.956394,-75.157096,3.5,137,"""{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': \\""u'casual'\\"", 'BikeParking': 'True', 'GoodForKids': 'True', 'WiFi': \\""u'no'\\"", 'RestaurantsDelivery': 'True', 'Alcohol': \\""u'none'\\"", 'NoiseLevel': \\""u'quiet'\\"", 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'Ambience': \\""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'HasTV': 'False'}""",Chinese
qnprJxrjwuEivitA8V2aEQ,Fiorella,817 Christian St,Philadelphia,PA,19147,39.93886778,-75.156939,4.5,120,"""{'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'DriveThru': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'False', 'Caters': 'False', 'Alcohol': \\""u'full_bar'\\"", 'HasTV': 'False', 'Ambience': \\""{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}\\"", 'WiFi': \\""u'free'\\"", 'RestaurantsTakeOut': 'False', 'BusinessParking': \\""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}\\"", 'HappyHour': 'False', 'NoiseLevel': \\""u'average'\\""}""",Italian
Mna6U7kUX36l8-dpDt-U-A,Gianfranco Pizza Rustica,6 N 3rd St,Philadelphia,PA,19106,39.9504169,-75.1456794,4,247,"""{'BYOBCorkage': \\""'yes_free'\\"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': \\""'none'\\"", 'RestaurantsDelivery': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': \\""'casual'\\"", 'Corkage': 'False', 'OutdoorSeating': 'False', 'WiFi': \\""u'no'\\"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'NoiseLevel': \\""u'average'\\"", 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}\\""}""",Italian
dgm6jrUZj-vAWa1OU5rbNQ,Yiro Yiro,6024 Ridge Ave,Philadelphia,PA,19128,40.03234214,-75.214254,4.5,163,"""{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'NoiseLevel': \\""u'average'\\"", 'RestaurantsTableService': 'False', 'Alcohol': \\""u'none'\\"", 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': None, 'valet': False}\\"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': \\""u'casual'\\"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': \\""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}\\"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True'}""",Greek
iCVrRHR_Yxr6mHCpObnE1g,AmeriThai,1244 Snyder Ave,Philadelphia,PA,19148,39.92394941,-75.16745752,4,120,"""{'NoiseLevel': \\""'quiet'\\"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'WiFi': \\""'no'\\"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'False', 'RestaurantsAttire': \\""u'casual'\\"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': \\""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'Alcohol': \\""'none'\\"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\""}""",Thai
7kLE0V9Pid6dx1vD4-jQfQ,Maoz Vegetarian,248 South St,Philadelphia,PA,19147,39.9412785,-75.1473324,4,159,"""{'Caters': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsReservations': 'False', 'WiFi': \\""u'no'\\"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Corkage': 'False', 'RestaurantsAttire': \\""'casual'\\"", 'Ambience': \\""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'Alcohol': \\""'none'\\"", 'NoiseLevel': \\""u'quiet'\\"", 'BYOBCorkage': \\""'yes_free'\\""}""",Middle Eastern
BgQOm2TuoF1UmD4e7BOUjA,Jerry's Bar,129 W Laurel St,Philadelphia,PA,19123,39.9651094,-75.1389069,3.5,424,"""{'WiFi': \\""u'free'\\"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'Caters': 'False', 'RestaurantsAttire': \\""u'casual'\\"", 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}\\"", 'Alcohol': \\""u'full_bar'\\"", 'GoodForKids': 'False', 'GoodForDancing': 'False', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'False', 'CoatCheck': 'True', 'HappyHour': 'True', 'BestNights': \\""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}\\"", 'Music': \\""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}\\"", 'NoiseLevel': \\""u'average'\\"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'Corkage': 'False', 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}\\"", 'Smoking': \\""u'no'\\""}""",American
TUtOrI_GnVwSuHHTTEN8MA,Chhaya Cafe,1819 E Passyunk Ave,Philadelphia,PA,19148,39.9272228,-75.1663261,4,301,"""{'GoodForKids': 'True', 'Ambience': \\""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'BikeParking': 'True', 'NoiseLevel': \\""u'average'\\"", 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'WiFi': \\""u'free'\\"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': \\""u'casual'\\"", 'RestaurantsReservations': 'False', 'HasTV': 'False', 'Alcohol': \\""u'none'\\"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'HappyHour': 'False', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}\\""}""",Breakfast
vwAhm3pRjCEz_jNXr9vMaA,Matt & Marie's,"100 N 18th St, Ste 120",Philadelphia,PA,19103,39.9558026,-75.1694544,4,201,"""{'OutdoorSeating': 'False', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': \\""u'none'\\"", 'RestaurantsAttire': \\""'casual'\\"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': \\""u'average'\\"", 'HasTV': 'False', 'GoodForKids': 'True', 'WiFi': \\""'free'\\"", 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}\\"", 'ByAppointmentOnly': 'False', 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}\\""}""",Italian
ESgGX4_yw6pnVVQA-oyHsg,Little Thai Market,51 N 12th St,Philadelphia,PA,19107,39.9531593,-75.1590984,4,189,"""{'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'Alcohol': \\""u'none'\\"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': \\""u'no'\\"", 'NoiseLevel': \\""u'very_loud'\\"", 'Ambience': \\""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}\\"", 'Caters': 'False', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}\\"", 'OutdoorSeating': 'False', 'RestaurantsAttire': \\""u'casual'\\"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}""",Thai
nKdvOAenRN4WllzGJ3hd4g,Win Win,931 Spring Garden St,Philadelphia,PA,19123,39.961891,-75.154075,4.5,102,"""{'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': \\""u'full_bar'\\"", 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'WiFi': \\""u'free'\\"", 'BikeParking': 'True', 'Music': \\""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}\\"", 'CoatCheck': 'False', 'GoodForDancing': 'False', 'Smoking': \\""u'no'\\"", 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'BestNights': \\""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}\\"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': \\""u'casual'\\"", 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'Ambience': \\""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'NoiseLevel': \\""u'average'\\"", 'RestaurantsReservations': 'True'}""",Caf
AwvhobfqOJNBnbXQ_pB3pw,Chix & Bowls,28 S 20th St,Philadelphia,PA,19103,39.95247508,-75.17353166,4,142,"""{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': \\""u'no'\\"", 'RestaurantsAttire': \\""'casual'\\"", 'Alcohol': \\""u'none'\\"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}\\"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'Ambience': \\""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}\\"", 'NoiseLevel': \\""u'average'\\"", 'RestaurantsGoodForGroups': 'False', 'HappyHour': 'False', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'HasTV': 'False', 'OutdoorSeating': 'None'}""",American
7QfRLE_ti1yA0NqTWKLjdw,La Viola Ovest,252 S 16th St,Philadelphia,PA,19102,39.9480118,-75.1680247,3.5,209,"""{'Alcohol': \\""u'none'\\"", 'BYOBCorkage': \\""'yes_free'\\"", 'WiFi': \\""u'no'\\"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'NoiseLevel': \\""u'average'\\"", 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}\\""}""",Italian
b6kCTSH1kHtfcHxUTm2odA,BAMBU,"600 Washington Ave, Ste 9",Philadelphia,PA,19147,39.9346629,-75.1542102,4,170,"""{'BikeParking': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}\\"", 'Caters': 'False', 'ByAppointmentOnly': 'False', 'NoiseLevel': \\""u'average'\\"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': \\""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}\\"", 'Alcohol': \\""'none'\\"", 'HasTV': 'True', 'GoodForKids': 'True'}""",Vietnamese
a_fp9I18WcbP86rQ4c_QZQ,Uzbekistan Restaurant,12012 Bustleton Ave,Philadelphia,PA,19116,40.1226988,-75.0162309,4,282,"""{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': \\""'yes_free'\\"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'Alcohol': \\""u'none'\\"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': \\""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}\\"", 'OutdoorSeating': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'NoiseLevel': \\""u'average'\\"", 'Caters': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'WiFi': \\""u'no'\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}\\"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}\\"", 'HappyHour': 'True', 'BYOB': 'True'}""",Middle Eastern
sb8-TzsXOV7IsErbpHZo3g,Positano Coast by Aldo Lamberti,"212 Walnut St, Fl 2",Philadelphia,PA,19106,39.9466579,-75.144724,3.5,689,"""{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': \\""u'average'\\"", 'GoodForKids': 'False', 'Alcohol': \\""'full_bar'\\"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': \\""u'casual'\\"", 'BusinessParking': \\""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}\\"", 'HappyHour': 'True', 'Caters': 'True', 'WiFi': \\""u'free'\\"", 'HasTV': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'GoodForDancing': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'Smoking': \\""u'no'\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}\\"", 'BikeParking': 'True', 'BestNights': \\""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'RestaurantsPriceRange2': '2', 'Music': \\""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}\\"", 'RestaurantsDelivery': 'True'}""",Italian
DhBe7gF3li2eCYRjwi2_Hw,Kisso Sushi,205 N 4th St,Philadelphia,PA,19147,39.9542717,-75.1463139,4,194,"""{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': \\""'casual'\\"", 'Alcohol': \\""u'none'\\"", 'OutdoorSeating': 'False', 'BYOBCorkage': \\""'yes_free'\\"", 'Caters': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': \\""u'no'\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'NoiseLevel': \\""u'quiet'\\"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}""",Japanese
30cpm1uq6xcQCmN6JTrB8w,Luke's Lobster Rittenhouse,130 S 17th St,Philadelphia,PA,19103,39.9505067,-75.1691375,4.5,1161,"""{'RestaurantsDelivery': 'True', 'Caters': 'True', 'Alcohol': \\""u'none'\\"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'NoiseLevel': \\""u'average'\\"", 'WiFi': \\""u'no'\\"", 'RestaurantsAttire': \\""u'casual'\\"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}\\"", 'BikeParking': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}\\"", 'BYOB': 'True', 'Corkage': 'False'}""",Sandwiches
_UOg5_pk9IhKee91eWrT4A,Sweet Lucy's Smokehouse,7500 State Rd,Philadelphia,PA,19136,40.029103,-75.0272619,4.5,721,"""{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}\\"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': \\""u'free'\\"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'BYOBCorkage': \\""'yes_free'\\"", 'Ambience': \\""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'OutdoorSeating': 'True', 'NoiseLevel': \\""u'average'\\"", 'HasTV': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': \\""u'full_bar'\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'BYOB': 'False', 'HappyHour': 'True'}""",BBQ
688sqo63oc2y535vI2UbhQ,Pho Cali Vietnamese Restaurant,1000 Arch St,Philadelphia,PA,19107,39.9533132,-75.1565235,3.5,319,"""{'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'RestaurantsReservations': 'False', 'BYOBCorkage': \\""'yes_free'\\"", 'Caters': 'False', 'WiFi': \\""u'no'\\"", 'NoiseLevel': \\""u'average'\\"", 'Alcohol': \\""u'beer_and_wine'\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}\\"", 'HasTV': 'True', 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}\\""}""",Vietnamese
muCelHtTlX5PrJd8JKkf_w,New Harmony Vegetarian Restaurant,135 N 9th St,Philadelphia,PA,19107,39.95445,-75.1543215,4,327,"""{'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': \\""'casual'\\"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'NoiseLevel': \\""u'average'\\"", 'Ambience': \\""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}\\"", 'Alcohol': \\""'none'\\"", 'BYOBCorkage': \\""'yes_free'\\"", 'BusinessParking': \\""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'WiFi': \\""u'no'\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}\\""}""",Chinese
R3FDYMQBrMpkUquwE-eniQ,The Continental Restaurant and Martini Bar,138 Market St,Philadelphia,PA,19106,39.94969275,-75.14362313,4,638,"""{'NoiseLevel': \\""u'average'\\"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': \\""'casual'\\"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'BYOBCorkage': \\""'no'\\"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'Alcohol': \\""'full_bar'\\"", 'WiFi': \\""u'no'\\"", 'Caters': 'False', 'BikeParking': 'True', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'BestNights': \\""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}\\"", 'GoodForMeal': \\""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}\\"", 'RestaurantsTableService': 'True', 'Music': \\""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}\\"", 'RestaurantsDelivery': 'True'}""",American
_LOJW0XkOpj4O348GVRDeQ,Zavino,112 S 13th St,Philadelphia,PA,19107,39.9499542,-75.1621423,4,843,"""{'HasTV': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'NoiseLevel': \\""u'average'\\"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': \\""u'casual'\\"", 'GoodForKids': 'False', 'WiFi': \\""u'free'\\"", 'RestaurantsReservations': 'False', 'BusinessParking': \\""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}\\"", 'Caters': 'False', 'Alcohol': \\""u'full_bar'\\"", 'Music': \\""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}\\"", 'RestaurantsGoodForGroups': 'True', 'BestNights': \\""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}\\"", 'GoodForDancing': 'False', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'None', 'GoodForMeal': \\""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}\\"", 'Ambience': \\""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}\\""}""",Italian
